Title,Poster Image,Run Time,Plot,Director,Writer,IMDB Link,Release Date,Rating,MPAA,User Comments,Tag Line,Keywords,Genres,Cast
Piccadilly Cowboy,http://ia.media-imdb.com/images/M/MV5BMTQ4MzQ0MTUwN15BMl5BanBnXkFtZTcwOTMwNDI0MQ@@._V1._SX87_SY140_.jpg,USA:100 min,"Piccadilly Cowboy is about a Montana Cowboy, named Carson Wells. Carson is unmarried and living abroad in London...",Tyler Ford,"Scott Brown, Tyler Ford",http://www.imdb.com/find?s=all&q=anxiously+engaged,01/01/-4712,PG,Rated PG for brief violence.,"Good Acting, Beautiful Scenery, Great Script and a Lot of Fun","",Cowboy|London|Mormon|Love|Quadrangle|Male|Female|Relationship,Romance,Ruth Leah|Ian Bustard|Daniel Rabin|Paul Croft|Dermot Keaney|Jaelan Petrie|Tom Butcher|Sophie Shaw|Barber Ali|Gwyneth Powell|Sally Gardner|Kenneth Collard|Michael Wilson|James Greene|Kate Foster-Barnes
Apocalypto,http://ia.media-imdb.com/images/M/MV5BNTM1NjYyNTY5OV5BMl5BanBnXkFtZTcwMjgwNTMzMQ@@._V1._SX95_SY140_.jpg,139 min,"As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.",Mel Gibson,"Mel Gibson, Farhad Safinia",http://www.imdb.com/title/tt0472043/,12/08/2006,R,Rated R for sequences of graphic violence and disturbing images.,Not Your Typical Mayan Family Drama,"When the end comes, not everyone is ready to go",Jaguar|Tribe|Maya|Temple|Human|Sacrifice,Action|Adventure|Drama,Israel Contreras|Lorena Heranandez|Israel R&#xED;os|Rudy Youngblood|Sayuri Gutierrez|Mayra Serbulo|Mar&#xED;a Isabel D&#xED;az|Morris Birdyellowhead|Itandehui Gutierrez|Iazua Larios|Carlos Emilio B&#xE1;ez|Jonathan Brewer|Amilcar Ram&#xED;rez|Dalia Hern&#xE1;ndez|Espiridion Acosta Cache
Archangel,http://ia.media-imdb.com/images/M/MV5BMjE3ODgzNDI2OV5BMl5BanBnXkFtZTcwNjYxMjA0MQ@@._V1._SX100_SY100_.jpg,90 min,A surrealistic film in which a strangely assorted group of people come together in the Russian Arctic at the height of the revolution and World War One.,Guy Maddin,"John B. Harvie, Guy Maddin",http://www.imdb.com/title/tt0099053/,04/25/1991,,"","The more Maddin I see, the more addicted I am to his unique style",A Tragedy of the Great War,Love|Soldier|Disembodied|Voice|Male|Female|Relationship|Hero|Worship,Comedy,Kathy Marykuca|Ari Cohen|Sam Toles|Ihor Procak|David Falkenburg|Stephen Snyder|Victor Cowie|Robert Lougheed|Margaret Anne MacLeod|Michael O'Sullivan|Lloyd Weinberg|Michael Powell|Michael Gottli|Kyle McCulloch|Sarah Neville
Arctic Tale,http://ia.media-imdb.com/images/M/MV5BMTQ5MzM5NzM3OV5BMl5BanBnXkFtZTcwMTIxNTk0MQ@@._V1._SX95_SY140_.jpg,USA:90 min  | USA:96 min  | Argentina:96 min,"Two narratives -- the life cycle of a mother walrus and her calf, and the life of a polar bear and her cubs -- are used to illustrate the harsh realities of existence in the Arctic. |","Adam Ravetch, Sarah Robertson","Linda Woolverton, Mose Richards",http://www.imdb.com/find?s=all&q=arctic+tale,08/17/2007,G,"",Doesn't Come Close To March Of The Penguins,A real adventure in the coolest place on earth,Walrus|Arctic|Polar|Bear|Island|Aurora,Documentary|Family,Isabella Peschardt|Michael Huang||Zain Ali|Christina Robinson|Kwesi Boakye|Peyton Pearson|Queen Latifah|Lili Sepe|Dante Pastula|Sierra Marcoux|Ke'ala Valencia|Katrina Agate|Preston Bailey
The Astronaut Farmer,http://ia.media-imdb.com/images/M/MV5BMTg0NDk3NTEwMl5BMl5BanBnXkFtZTcwNzMyNDc0MQ@@._V1._SX100_SY122_.jpg,104 min,"A NASA astronaut (Thornton), forced to retire years earlier so he could save his family farm, has never give up his dream of space travel and looks to build his own rocket, despite the government's threats to stop him.",Michael Polish,"Mark Polish, Michael Polish","http://www.imdb.com/find?s=all&q=astronaut+farmer,+the",02/23/2007,PG,"Rated PG for thematic material, peril and language.",A Great Rocket Ride,"If we don't have our dreams, we have nothing.",Rocket|Space|Ranch|Astronaut|Father|Son|Relationship,Adventure|Drama,Tim Blake Nelson|Richard Edson|Kiersten Warren|Jon Gries|Billy Bob Thornton|Elise Eberle|Sal Lopez|Mark Polish|Bruce Dern|Logan Polish|Jasper Polish|J.K. Simmons|Virginia Madsen|Rick Overton|Max Thieriot
August Rush,http://ia.media-imdb.com/images/M/MV5BMTc1MTgwNjY3MF5BMl5BanBnXkFtZTcwNTk4OTM1MQ@@._V1._SX95_SY140_.jpg,114 min  | Israel:100 min,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",Kirsten Sheridan,"Nick Castle, James V. Hart",http://www.imdb.com/find?s=all&q=august+rush,11/21/2007,PG,"Rated PG for some thematic elements, mild violence and language.",Cynics Need Not Apply,An incredible journey moving at the speed of sound,New|York|Prodigy|School|Juilliard|Love,Drama|Music|Romance,Michael Drayer|Mykelti Williamson|Marian Seldes|Aaron Staton|William Sadler|Freddie Highmore|Jonathan Rhys Meyers|Bonnie McKee|Robin Williams|Ronald Guttman|Jamia Simone Nash|Terrence Howard|Alex O'Loughlin|Leon Thomas III|Keri Russell
Australia,http://ia.media-imdb.com/images/M/MV5BNjI1MDA3MDI2N15BMl5BanBnXkFtZTcwMDAyNzkyMg@@._V1._SX100_SY125_.jpg,165 min,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",Baz Luhrmann,"Stuart Beattie, Baz Luhrmann",http://www.imdb.com/title/tt0455824/,11/26/2008,PG-13,"Rated PG-13 for some violence, a scene of sensuality, and brief strong language.","Big and grand, but not the hit they were aiming for","",Cattle|Australia|Baron|Drover|Bombing,Adventure|Drama|History|Romance|War|Western,Tony Barry|Max Cullen|Bryan Brown|Damian Bradford|Jamal Bednarz-Metallah|Tara Carpenter|Eddie Baroo|Nathin Butler|Arthur Dignam|Essie Davis|Rebecca Chatfield|Lillian Crombie|Michelle Dyzla|Ray Barrett|Shea Adams
Awake,http://ia.media-imdb.com/images/M/MV5BMjE5NDk5OTE4M15BMl5BanBnXkFtZTcwMDYwNjA2MQ@@._V1._SX94_SY140_.jpg,84 min,"The story focuses on a man who suffers ""anesthetic awareness"" and finds himself awake and aware, but paralyzed, during heart surgery. His mother must wrestle with her own demons as a drama unfolds around them, while trying to unfold the story hidden behind her son's young wife.",Joby Harold,Joby Harold,http://www.imdb.com/title/tt0211933/,11/30/2007,R,"Rated R for language, an intense disturbing situation, and brief drug use.",Why only 6.4? I was so entertained!,"Every year, one in 700 people wake up during surgery. When they planned her husband's murder, they never thought he'd be the one.",Surgery|Heart|Surgery|Medication|Bathtub|Scalpel,Crime|Thriller,David Harbour|Christopher McDonald|Joseph Costa|Court Young|Charlie Hewson|Denis O'Hare|Georgina Chapman|Fisher Stevens|Hayden Christensen|Sam Robards|Lena Olin|Terrence Howard|Steven Hinkle|Arliss Howard|Jessica Alba
Baby Mama,http://ia.media-imdb.com/images/M/MV5BMTYwNTc1Nzk1N15BMl5BanBnXkFtZTcwNjE4OTI2MQ@@._V1._SX94_SY140_.jpg,Argentina:99 min  | USA:99 min,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",Michael McCullers,Michael McCullers,http://www.imdb.com/title/tt0871426/,04/25/2008,PG-13,"Rated PG-13 for crude and sexual humor, language and a drug reference.",Better than expected,Would you put your eggs...in this basket?,Baby|Surrogate|Book|Corporation|Male|With|Long|Hair,Comedy|Romance,Stephen Mailer|James Rebhorn|Romany Malco|Will Forte|Tina Fey|Amy Poehler|Kevin Collins|Dax Shepard|Fred Armisen|Denis O'Hare|Maura Tierney|Sigourney Weaver|Greg Kinnear|Holland Taylor|Steve Martin
Ballet Shoes,http://ia.media-imdb.com/images/M/MV5BMzU0MDkwNjA0Ml5BMl5BanBnXkFtZTcwMDczMjQ4MQ@@._V1._SX91_SY140_.jpg,90 min  | UK:180 min,"The story of three orphan girls (Pauline, Petrova, and Posy), adopted by an eccentric explorer, Great Uncle Matthew, and his niece Sylvia, in 1930s London.",Sandra Goldbacher,"Noel Streatfield, Heidi Thomas",http://www.imdb.com/title/tt1083845/,12/26/2007,PG,Rated PG for smoking.,Another quality BBC production.,Dreams do come true...,London|Dance|1930s|Talent|Teenage|Girl|In|Ballet|Suit,Drama|Family,Harriet Walter|Richard Griffiths|Emma Watson|Marc Warren|Victoria Wood|Teresa Churcher|Gemma Jones|Lucy Cohu|Lucy Boynton|Mary Stockley|Eileen Atkins|Yasmin Paige|Emilia Fox|Skye Bennett|Heather Nicol
Balls of Fury,http://ia.media-imdb.com/images/M/MV5BMjA3MDQ1Mzc4N15BMl5BanBnXkFtZTcwODI0NTc0MQ@@._V1._SX95_SY140_.jpg,90 min,"Down-and-out former professional ping-pong phenom, Randy Daytona, is sucked into a maelstrom when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father's killer -- arch-fiend Feng.",Robert Ben Garant,"Thomas Lennon, Robert Ben Garant",http://www.imdb.com/title/tt0424823/,08/29/2007,PG-13,"Rated PG-13 for crude and sex-related humor, and for language.",All depends what you are looking for,A huge comedy with tiny balls,Ping|Pong|FBI|Agent|Olympics|Competition|Murder,Action|Comedy|Crime|Romance|Sport,Christopher Walken|Dan Fogler|Maggie Q|George Lopez|David Holmes|Aisha Tyler|Toby Huss|Brett DelBuono|Jason Scott Lee|Cary-Hiroyuki Tagawa|Robert Patrick|Terry Crews|Thomas Lennon|Diedrich Bader|James Hong
Batman Begins,http://ia.media-imdb.com/images/M/MV5BMTg2Mzc1NTk0MV5BMl5BanBnXkFtZTcwMTA1MTE3MQ@@._V1._SX100_SY120_.jpg,140 min,The story of how Bruce Wayne became what he was destined to be: Batman.,Christopher Nolan,"Bob Kane, David S. Goyer",http://www.imdb.com/title/tt0372784/,06/15/2005,PG-13,"Rated PG-13 for intense action violence, disturbing images and some thematic elements.","A darker, stormier knight.","",Batman|Gotham|Fear|Bat|Cave,Action|Crime|Thriller,Cillian Murphy|Michael Caine|Christian Bale|Linus Roache|Mark Boone Junior|Larry Holden|Ken Watanabe|Rutger Hauer|Gerard Murphy|Tom Wilkinson|Liam Neeson|Katie Holmes|Colin McFarlane|Morgan Freeman|Gary Oldman
Be Kind Rewind,http://ia.media-imdb.com/images/M/MV5BMTY1NTgwMDk2N15BMl5BanBnXkFtZTcwMzMxOTQ3MQ@@._V1._SX93_SY140_.jpg,102 min,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.",Michel Gondry,Michel Gondry,http://www.imdb.com/title/tt0799934/,02/22/2008,PG-13,Rated PG-13 for some sexual references. (also video version),"Fun film, though script is lacking","You name it, we shoot it",Friend|Video|Store|Sabotage|Power|Plant|Deception,Comedy|Drama|Sci-Fi,Basia Rosas|Arjay Smith|Marcus Carl Franklin|Jack Black|Amir Ali Said|Gio Perez|Blake Hightower|Quinton Aaron|Irv Gooch|Melonie Diaz|Mia Farrow|Chandler Parker|Danny Glover|Mos Def|Tomasz Soltys
Becoming Jane,http://ia.media-imdb.com/images/M/MV5BMTIzMjQyMDMxM15BMl5BanBnXkFtZTcwMjAwOTM1MQ@@._V1._SX94_SY140_.jpg,120 min,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,Julian Jarrold,"Jane Austen, Kevin Hood",http://www.imdb.com/find?s=all&q=becoming+jane,08/10/2007,PG,Rated PG for brief nudity and mild language. (edited for re-rating; was PG-13),"Sit in the shade on a fine day, and look upon an American-Irish-English Jane . . .","&#x22;A woman especially if she has the misfortune of knowing anything, should conceal it as well as she can.&#x22; -Jane Austen",Jane|Austen|Writer|Love|Unrequited|Love,Biography|Drama|Romance,Anna Maxwell Martin|Eleanor Methven|James Cromwell|Jessica Ashworth|Anne Hathaway|Tom Vaughan-Lawlor|Joe Anderson|Ian Richardson|Leo Bill|Lucy Cohu|Michael James Ford|Laurence Fox|James McAvoy|Maggie Smith|Julie Walters
Bedtime Stories,http://ia.media-imdb.com/images/M/MV5BMjA5Njk5MTUxNF5BMl5BanBnXkFtZTcwMDI3MTg5MQ@@._V1._SX94_SY140_.jpg,99 min,A family comedy about a hotel handyman whose life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true. |,Adam Shankman,"Matt Lopez, Tim Herlihy",http://www.imdb.com/title/tt0960731/,12/25/2008,PG,Rated PG for some mild rude humor and mild language.,Good family fun...,Whatever they dream up... he has to survive.,Bedtime|Story|Handyman|Arrested|Development|Guinea|Pig|Gumball,Comedy|Family|Fantasy,Carmen Electra|Laura Ann Kesling|Richard Griffiths|Nick Swardson|Courteney Cox|Russell Brand|Teresa Palmer|Adam Sandler|Jonathan Pryce|Jonathan Morgan Heit|Guy Pearce|Kathryn Joosten|Lucy Lawless|Allen Covert|Keri Russell
Bee Movie,http://ia.media-imdb.com/images/M/MV5BMTc0NzQzOTU4MV5BMl5BanBnXkFtZTcwOTc4MDU1MQ@@._V1._SX94_SY140_.jpg,91 min,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.","Steve Hickner, Simon J. Smith","Jerry Seinfeld, Spike Feresten",http://www.imdb.com/title/tt0389790/,11/02/2007,PG,"Rated PG for mild suggestive humor, and a brief depiction of smoking.","[ Insert ""bee"" pun here ]",On November 2 Hold on to your honey,Bee|Rose|Parade|Lying|Dreamworks|Animated|Film|Flying,Animation|Adventure|Comedy|Family,Oprah Winfrey|Sting|Chris Rock|Barry Levinson|Megan Mullally|Ray Liotta|Matthew Broderick|Ren&#xE9;e Zellweger|Larry Miller|Kathy Bates|Jerry Seinfeld|Rip Torn|Larry King|John Goodman|Patrick Warburton
Bee Season,http://ia.media-imdb.com/images/M/MV5BMTIxODcyMjI2MV5BMl5BanBnXkFtZTcwMjY0MjEzMQ@@._V1._SX93_SY140_.jpg,104 min,"A wife and mother begins a downward emotional spiral, as her husband avoids their collapsing marriage by immersing himself in his 11 year-old daughter's quest to become a spelling bee champion.","Scott McGehee, David Siegel","Myla Goldberg, Naomi Foner",http://www.imdb.com/title/tt0387059/,11/17/2005,PG-13,"Rated PG-13 for thematic elements, a scene of sensuality and brief strong language.",E-l-i-z-a,"Words may define us, but it's love that connects us.",Spelling|Spelling|Bee|Secret|National|Spelling|Bee|Trophy,Drama,Sam Zuckerman|Juliette Binoche|Kate Bosworth|John Evans|Flora Cross|Richard Gere|Brian Leonard|Jamal Thornes|Joan Mankin|Corey Fischer|Max Minghella|Alisha Mullally|Lorri Holt|Kathy McGraw|Piers Mackenzie
Before the Rains,http://ia.media-imdb.com/images/M/MV5BMjU1MTA5NzcwOV5BMl5BanBnXkFtZTcwOTMwNTQ2MQ@@._V1._SX94_SY140_.jpg,98 min,A English spice baron settles in South India during the waning years of the Raj.,Santosh Sivan,"Cathy Rabin, Dan Verete",http://www.imdb.com/find?s=all&q=before+the+rains,05/16/2008,PG-13,Rated PG-13 for violent content and a scene of sexuality.,Fighting loneliness in 1937. A Rough Road!,Passion has its price.,"",Drama|Thriller,|Lal|Indrajith|Linus Roache|Thilakan|Lakshmi Krishnamurthy|Jennifer Ehle|Ejji K. Umamahesh|John Standing|Nandita Das|Leopold Benedict|Dr. Ambikathmajan|Rahul Bose
The X Files: I Want to Believe,http://ia.media-imdb.com/images/M/MV5BMjQwOTE5MjA1OV5BMl5BanBnXkFtZTcwMjkxNDU5MQ@@._V1._SX100_SY125_.jpg,104 min  | USA:108 min (director's cut),Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,Chris Carter,"Frank Spotnitz, Chris Carter",http://www.imdb.com/title/tt0443701/,07/25/2008,PG-13,Rated PG-13 for violent and disturbing content and thematic material.,"Chris, Chris, Chris....",Believe Again,FBI|Psychic|Psychic|Vision|Priest|Paranormal,Crime|Horror|Mystery|Sci-Fi|Thriller,Mitch Pileggi|David Duchovny|Callum Keith Rennie|Marco Niccoli|Alex Diakun|Veronika Hadrava|Billy Connolly|Gillian Anderson|Fagin Woodcock|Amanda Peet|Carrie Ruscheinsky|Nicki Aycox|Adam Godley|Xzibit|Spencer Maybee
Bella,http://ia.media-imdb.com/images/M/MV5BMTY1NzYwMTgyOV5BMl5BanBnXkFtZTcwOTcwMjE0MQ@@._V1._SX95_SY140_.jpg,USA:91 min  | Canada:91 min (Toronto International Film Festival),Sooner or later every one of us will face an irreversible moment that will change our lives forever. If it hasn't happened to you yet...it will. BELLA is a true love story about how one day in New York City changed three people forever.,Alejandro Gomez Monteverde,"Alejandro Gomez Monteverde, Patrick Million",http://www.imdb.com/title/tt0482463/,10/26/2007,PG-13,Rated PG-13 for thematic elements and brief disturbing images.,There is hope for Hollywood,One Person Can Change Your Life Forever,Restaurant|Car|Accident|Adoption|Friendship|Choice,Drama|Romance,Sara Dawson|Hudson Cooper||Ali Landry|Eduardo Ver&#xE1;stegui|Marilyn Torres|Jamie Schofield|David Castro|Ramon Rodriguez|Teresa Yenque|Herb Lovelle|Lukas Behnken|Jaime Tirelli|Doug DeBeech|Manny Perez|Tawny Cypress|Dominic Colon|Peter Bucossi|Stan Newman|Tammy Blanchard|Kola Ogundiran|Wade Mylius|Alexa Gerasimovich|James Stanek|Michael Chin|Ang&#xE9;lica Arag&#xF3;n|Ewa Da Cruz|Armando Riesco|Alfonso Ram&#xED;rez|Melinda Peinado|Sophie Nyweide|Michael Mosley
The Benchwarmers,http://ia.media-imdb.com/images/M/MV5BMTcxMzg3NDQwNl5BMl5BanBnXkFtZTcwMjk1ODQzMQ@@._V1._SX94_SY140_.jpg,80 min  | Philippines:75 min (cut),A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,Dennis Dugan,"Allen Covert, Nick Swardson",http://www.imdb.com/find?s=all&q=benchwarmers,04/07/2006,PG-13,"Rated PG-13 for crude and suggestive humor, and for language.",better than expected,Get off the bench and get into the game.,Team|Baseball|Bully|Baseball|Player|Paperboy,Comedy|Family|Sport,Craig Kilborn|John Farley|Tim Meadows|Nick Swardson|Sean Salisbury|Reggie Jackson|Matt Weinberg|Bill Romanowski|David Spade|Amaury Nolasco|Molly Sims|Jon Heder|Rob Schneider|Erinn Bartlett|Jon Lovitz
Beowulf,http://ia.media-imdb.com/images/M/MV5BMjAzNDkzOTQ5MV5BMl5BanBnXkFtZTcwODA1MTU1MQ@@._V1._SX94_SY140_.jpg,114 min,"The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing towns, and later, Grendel's mother, who begins killing out of revenge.",Robert Zemeckis,"Neil Gaiman, Roger Avary",http://www.imdb.com/title/tt0442933/,11/16/2007,PG-13,"Rated PG-13 for intense sequences of violence including disturbing images, some sexual material and nudity.",This is a cinema experience for sure!,Pride is the curse.,Beowulf|King|Reward|Demon|Warrior,Animation|Action|Adventure|Fantasy,John Malkovich|Ray Winstone|Paul Baker|Alison Lohman|Brice Martin|Charlotte Salt|Sharisse Baker-Bernard|Brendan Gleeson|Sonje Fortag|Rod D. Harbour|Angelina Jolie|Crispin Glover|Anthony Hopkins|John Bilezikjian|Robin Wright Penn
Beverly Hills Chihuahua,http://ia.media-imdb.com/images/M/MV5BMjAzOTU1MDcxMV5BMl5BanBnXkFtZTcwOTA5MzUxMg@@._V1._SX100_SY140_.jpg,91 min,"While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home. |",Raja Gosnell,"Analisa LaBianco, Jeffrey Bushell",http://www.imdb.com/find?s=all&q=beverly+hills+chihuahua,10/03/2008,PG,Rated PG for some mild thematic elements.,The Epitome of Crap,50% Warrior. 50% Lover. 100% Chihuahua.,Chihuahua|Mexico|Animal|Train|Animal|In|Title,Adventure|Comedy|Drama|Family|Romance,Jamie Lee Curtis|Paul Rodriguez|Piper Perabo|Luis Guzm&#xE1;n|George Lopez|Andy Garcia|Carlos Juvera|Eddie 'Piolin' Sotelo|Loretta Devine|Cheech Marin|Drew Barrymore|Alex Mendoza|Pl&#xE1;cido Domingo|Lombardo Boyar|Edward James Olmos
